1	13
2	7
3	3
4	17
5	22
6	2
7	6
8	12
9	11
10	5
11	1
12	21
13	18
14	4
15	8
16	14
17	15
18	33
19	27
20	25
21	32
33	26
23	34
24	38
25	35
26	23
27	31
28	37
29	28
30	24
31	36
32	16
33	63
34	45
35	51
36	47
37	54
38	48
39	44
40	56
41	43
42	55
43	53
44	41
45	52
46	46
47	42
48	64
49	65
50	71
51	75
52	61
53	58
54	78
55	74
56	68
57	67
58	73
59	77
60	57
61	62
62	76
63	72
64	66
