11	1	2
3	1	4
10	1	6
2	1	8
9	1	10
1	1	12
17	1	14
4	1	16
12	2	16
26	2	14
20	2	12
19	2	10
27	2	8
18	2	6
25	2	4
28	2	2
44	3	16
41	3	14
34	3	12
36	3	10
35	3	8
43	3	6
42	3	4
60	3	2
52	4	2
33	4	4
49	4	6
57	4	8
50	4	10
58	4	12
51	4	14
59	4	16
6	5	16
14	5	14
7	5	12
15	5	10
8	5	8	
16	5	6
32	5	4
13	5	2
5	6	16
30	6	14
22	6	12
29	6	10
21	6	8
23	6	6
31	6	4
24	6	2
47	7	16
39	7	14
46	7	12
38	7	10
45	7	8
37	7	6
40	7	4
53	7	2
61	8	16
48	8	14
64	8	12
56	8	10
63	8	8
55	8	6
62	8	4
54	8	2
